text	class
Приходит гитарист на репетицию и видит следующую ситуацию: басист лупит барабанщика, тот орет благим матом. Гитарист спрашивает:- Пацаны, в натуре, вы что делаете, а?Басист, отрываясь от барабанщика:- Этот гад мне струну расстроил, и не говорит какую!	другой
Умную бомбу последнего поколения кое-как сумели вытолкать из самолета.	политический
Ныряя на большую глубину, помните: запас воздуха ограничен! Поэтому старайтесь разглядеть самое интересное.	другой
Подсудимый:- Почему вы меня судите за оскорбление, унижение и насмешку? Меня надо судить за покушение на убийство!Судья:- И вы всерьез верите, что смогли бы убить тещу мухобойкой?	бытовой
Благодаря училке физики, я на всю жизнь запомнил, что трение скольжения самое приятное.	пошлый
Сошлись как-то Илья Муромец и Соловей-разбойник.Но церковь была против этого брака...	пошлый
Большинством голосов Белоснежка и семь гномов проголосовали за секс, при одном голосе против.	пошлый
Самое лучшее упражнение для рук - пересчитывание денег...	бытовой
Недавно пересел из Мерса на КамАЗ и не жалею... никого не жалею.	другой
А все вокруг такие невинные, такие правильные и хорошие, что складывается впечатление, что в аду гореть буду я один.	бытовой
Любая одежда может быть модной, если вам пофиг.	бытовой
Если бы были показаны реальные результаты Грудинина, то ему пришлось бы не усы сбривать, а в дополнение к ним, отращивать еще и бакенбарды с эспаньолкой...	политический
Собеседование при приеме на работу:- Ну, а как у Вас с высшей математикой?- Несчастная любовь...- Это как?- Я ее любил, но она мне так и не далась.	бытовой
Собеседование при приеме на работу:- Ну, а как у Вас с высшей математикой?- Несчастная любовь...- Это как?- Я ее любил, но она мне так и не далась.	пошлый
Выборы становятся демократичнее.Раньше, когда в бюллетене было всего три клетки, многие воспринимали это буквально и вписывали туда слово из трех букв.А восемь клеток дают гораздо больше возможностей выразить отношение к кандидатам.	политический
Идет по лесу турист.Вдруг навстречу выходит медведь:- Ты кто?- Я, турист!- Врешь, турист - это я, а ты - завтрак туриста!	другой
В доброй сказке добро всегда побеждает зло. В страшной - тоже, но лишь после того, как обездвижит его, растопчет и жестоко забьет до смерти!	другой
- Пап, а для чего отмечается День знаний?- Что за глупые вопросы? Ты же сын владельца сети цветочных магазинов!	другой
- Вы что хотите меня распять.- Нет раз шесть.- У вас ничего не выйдет.- Зато как войдет.	пошлый
Мы очень хитрая страна. Наши спецслужбы под видом частных лиц скупают виллы вдоль побережья Испании, Франции и Майами, чтобы у этих стран не осталось выхода к морю.	политический
- Бэрримор, какая странная у вас шпага!- Это арматура, сэр.	другой
"Какой же идиот мог догадаться в анкете на вопрос: ""самый старший чл@н семьи"" ответить - ""дедушкин""?!"	пошлый
Как трудно молчать, когда тебя не спрашивают...	бытовой
- Когда ты трезв, то такой, как все, а когда пьян - словно луч солнца.- Что, такой яркий и привлекательный?- Нет, постоянно отражаешься от стенок и падаешь на пол.	бытовой
- Когда ты трезв, то такой, как все, а когда пьян - словно луч солнца.- Что, такой яркий и привлекательный?- Нет, постоянно отражаешься от стенок и падаешь на пол.	другой
И было у старика Шумахера три сына: двое гонщиков, а третий - водитель маршрутки...	бытовой
Лайфхак: если талончиков к психиатру нет, просто напишите пару постов в соцсети и вам тут же выставят диагноз!	другой
Нанотехнология - вложение огромных денег, чтобы результат не был виден и под микроскопом.	другой
Муж:- Хочешь, тр@хнемся по-быстренькому?Жена:- А что, есть другие варианты?	пошлый
Каждая тупая овца мечтает о своем. Овечном...	бытовой
Каждая тупая овца мечтает о своем. Овечном...	другой
Не переживай, что у тебя тонкий член! Для какой-нибудь старой девы он может стать спасительной соломинкой.	пошлый
Ограничения сняли, а лопоухость осталась. Можно хлопать ушами и радоваться.	бытовой
Ограничения сняли, а лопоухость осталась. Можно хлопать ушами и радоваться.	другой
Дачник застукал соседского мальчишку на яблоне, на своем участке:- Вот, я поговорю с твоим отцом!Пацан переводит взгляд вверх и говорит:- Пап, тут дядя Вася с тобой поговорить хочет!	бытовой
Чтобы пешеходы в России стали полноправными участниками дорожного движения, им надо выдать номера. А чтобы их уважали - автоматы.	другой
Если я и признаю, что этот мир сотворил бог, то этот мир был его троечным дипломным проектом, где он учился на бога в институте.	бытовой
Жена - мужу:- У меня никогда не было романов на стороне, а ты можешь сказать то же самое?Муж:- Да, Романов не было. Были Ани, Оли, Кати...	другой
Жена - мужу:- У меня никогда не было романов на стороне, а ты можешь сказать то же самое?Муж:- Да, Романов не было. Были Ани, Оли, Кати...	бытовой
Жена - мужу:- У меня никогда не было романов на стороне, а ты можешь сказать то же самое?Муж:- Да, Романов не было. Были Ани, Оли, Кати...	пошлый
Жительница Новосибирска наладила производство мыла в форме бюста Путина. Два обмылка уже стали губернаторами.	политический
К директору театра обращается пожилой актер:- Месье, я служу в этом театре двадцать лет. И мне кажется, что уже можно подумать об улучшении моего финансового положения!- Хорошо, я распоряжусь, чтобы вам отдали все роли, в которых приходится есть на сцене...	бытовой
Парень подруге:- Сделаешь мне минет?- Я плохо умею его делать. Давай лучше в другой раз.- Не понял. А где ты до другого раза собираешься тренироваться?	пошлый
Жена говорит мужу:- Слушай, дорогой, я думаю пора уволить нашего водителя, он уже 2 раза чуть меня не задавил, когда парковался...- Да ладно тебе, любимая, он хороший парень, давай дадим ему еще один шанс...	бытовой
Худшие враги кошек - это обожающие их дети.	бытовой
Для того, чтобы перебить запах несвежих носков, космонавты на станции МКС начали выращивать горох.	бытовой
- Как Вы похожи на Киркорова!- А я и есть Киркоров!- Вот и он так говорит...	другой
Блондинка Анжела никогда не пересекала двойную сплошную, потому что там две полоски.	пошлый
- Эй таксист!- Я не таксист! Я чемпион мира по шашкам!	бытовой
Женщины, блин, походят 9 месяцев с животом, быстренько родят и всю жизнь гордятся этим, а бедные мужики всю жизнь ходят с пузом и не выпендриваются!	бытовой
Женщины, блин, походят 9 месяцев с животом, быстренько родят и всю жизнь гордятся этим, а бедные мужики всю жизнь ходят с пузом и не выпендриваются!	другой
Дети депутатов Госдумы от фракции ЛДПР даже на уроках математики ничего не решают, но кричат громче всех.	политический
Прелесть курсов по развитию воображения заключается в том, что спустя пару недель вы можете посещать их, не выходя из дома.	другой
После 40 лет уже не нужно устанавливать будильник, потому что ваши проблемы разбудят вас сами.	бытовой
- Я глубоко извиняюсь...- Извиняйтесь глубже, пожалуйста...	пошлый
- А меня не посадят за мошенничество?- Что, за продажу сахарной пудры вместо кокаина?! Не переживай! Пристрелят раньше!	другой
Соскучились по лету и морю? Поставьте вентилятор за кипящим чайником, направьте струю воздуха на себя и закройте глаза. А вопли жены сойдут за крики чаек.	бытовой
Коронавирус был вынужден провести две недели на самоизоляции после того, как заразил Чака Норриса.	бытовой
- Меня же к вам послали!?- Ну мало ли в России кто, кого, куда посылает.	другой
- Меня же к вам послали!?- Ну мало ли в России кто, кого, куда посылает.	политический
Красный уголок - угол дома, который не смог объехать мотоциклист.	другой
Новый красный Ваниш для маньяков! Идеально удаляет кровавые пятна...	другой
Мужик на автомобиле врезался в дерево. Сидит с такими остекленевшими глазами.Подходит к нему ГАИшник и говорит:- Вот видишь, какой ты молодец: пристегнулся и сидишь в машине, а твоя подружка не пристегнулась и теперь вон на дороге с членом в зубах валяется...	пошлый
На привокзальной площади Сочи установлен памятник приезжему лоху.Доехать до него из любой точки города можно за 200 евро.	другой
Женщинам приходится пудрить мозги, потому что естественную красоту женских мыслей мужчины не ценят.	другой
Женщинам приходится пудрить мозги, потому что естественную красоту женских мыслей мужчины не ценят.	бытовой
"Вчера клеил потолочную плитку. Многим, наверное, знакомо.Теперь я понимаю, почему клей называется ""Титан"". Намажешь его на плитку и, потом полчаса тупо держишь потолок."	другой
- Сгинь, нечистая, сгинь!- Ну, ладно, ладно, пойду помоюсь...	бытовой
"- ""Скорую"" вызывали?- Да.- Выходите, машинка подъехала!"	бытовой
"На литературном вечере молодая поэтесса от волнения произнесла первую строчку своего стихотворения быстро, без выражения.Больше она ничего произнести не смогла, так как зал лег.Стихотворение начиналось так: ""Отруби лихую голову""."	пошлый
- Как Вас с такой дикцией взяли на радио?! У Вас что, там блат?- Почему блат? Сестла!	бытовой
- Пойдешь охранником на силикатный завод?- Нет, там воровать нечего.	другой
"Сегодня у нас проходит акция ""Молодежь против наркотиков""! Подходите, пробуйте."	другой
- Люди-то как за это время изменились: добрые стали, все улыбаются, здороваются со мной, машины дорогу уступают.- Так, Гоша - ты автомат-то чего в оружейку не сдал?	бытовой
- Люди-то как за это время изменились: добрые стали, все улыбаются, здороваются со мной, машины дорогу уступают.- Так, Гоша - ты автомат-то чего в оружейку не сдал?	другой
"- Придумайте рифму к слову ""мэр"".- Вор."	политический
Мужчина в парке подсаживает к даме на лавочке:- Извините за назойливость, но вы случайно не педагог?- Да, а вы как догадались?- А у вас лицо глупое.- Что? Хам! У вас у самого лицо глупое!Мужчина грустно:- Я тоже педагог.	другой
Мужчина в парке подсаживает к даме на лавочке:- Извините за назойливость, но вы случайно не педагог?- Да, а вы как догадались?- А у вас лицо глупое.- Что? Хам! У вас у самого лицо глупое!Мужчина грустно:- Я тоже педагог.	бытовой
- А куда это ты с таким букетом?- К венерологу. А цветы - доктору.	другой
Недавно в Москве была обнаружена большая банда зоофилов. Для их поимки были использованы специально обученные овчарки.	пошлый
Если можно, в следующей жизни я хочу быть пандой. Чтобы мне давали бамбук и умоляли тр@хаться, потому что мой вид исчезающий.	пошлый
Еще одна плохая новость для пессимистов. Согласно последним голландским исследованиям, оптимисты живут дольше.	другой
А своего начальника Анатолия Александровича подчиненные ласково называют Анал.	пошлый
Дайте мне гольф-клуб, свежий воздух и красивую женщину в партнеры и можете оставить гольф-клуб и свежий воздух себе.	другой
- Немедленно откройте дверь, это полиция!- Нет, вы будете меня ругать...	политический
"- Выступает хор безногих мальчиков, со своим последним хитом - ""Трава по пояс""."	другой
В психбольнице пациент жалуется врачу:- Я не смогу находиться в одной палате с этим человеком: он считает себя мотоциклом!- И что же вам мешает - грохот?- Да нет, выхлопные газы!	бытовой
"Тихо джипами шурша, ""крыша"" едет не спеша..."	другой
Разговаривают два парня:- Я тут на днях встретился с девушкой, с которой целый месяц переписывался по интернету.- И как?- Я недооценил ее способность работы в фотошопе.	бытовой
- Сколько человек здесь работает?- С бригадиром - десять.- А без бригадира?- Вообще никто не работает.	бытовой
Для того чтобы найти счастье с мужчиной - нужно сильно его понимать и немножко любить.Для того чтобы найти счастье с женщиной - нужно сильно ее любить и даже не пытаться понять.	бытовой
Укладываю спать четырехлетнего сына:- Спокойной ночи сынок! Тебе наверное уже сон про мишку и зайчика снится, да?Сынок, сонным голосом:- Пока еще нет, реклама идет...	бытовой
Навеяло предвыборной агитацией:- Голосуйте за Лужкова, тогда и на вашей улице будет стройка.	политический
Судя по платежкам за коммунальные услуги, налог на роскошь все-таки ввели.	бытовой
Монархия - форма правления, характеризующаяся единовластием, обычно передаваемая половым путем!	пошлый
Отымел или нет Аладин принцессу Жасмин, становится понятно после того, как его имя прочитаешь наборот.	пошлый
"2000: х/ф ""Путин. Начало"".2012: х/ф ""Путин. Возвращение"".2018: х/ф ""Путин. Навсегда""."	политический
Ни дать, ни взять - ангина во время менструации.	пошлый
Приходит новый русский в автосервис:- Ну, че там, в натуре, с моим мерсом?- Короткое замыкание.- Нет базара, удлиняй!	другой
Приходит новый русский в автосервис:- Ну, че там, в натуре, с моим мерсом?- Короткое замыкание.- Нет базара, удлиняй!	пошлый
Интеллигентные люди - это те же самые люди, только они не умеют жить в дерьме.	бытовой
Интеллигентные люди - это те же самые люди, только они не умеют жить в дерьме.	другой
Я теперь понял, что такое раздельное питание. Это когда я ем отдельно и ты ешь отдельно.	бытовой
Бежит заяц по лесу, смотрит куча говна. Нагнулся, посмотрел и на вкус попробовал.- Фу, говно. Хорошо, что не наступил.	пошлый
Бежит заяц по лесу, смотрит куча говна. Нагнулся, посмотрел и на вкус попробовал.- Фу, говно. Хорошо, что не наступил.	другой
"- Я убью тебя! Смотрите в кинотеатрах: ""Он убьет его!""."	другой
- А чего это у тебя на ногах такие ногти желтые?- От курева, наверно...	другой
Мальчик приходит в магазин:- Дайте бутылку водки.- Не дам. Мал еще.- Ну меня папа послал.- Ну послал и что, напиваться из-за этого?	бытовой
На рынке.- Ну, и почем ваша лошадь?- Какая лошадь, я продаю курицу, куда вы смотрите!- Я смотрю правильно, я смотрю на цену.	бытовой
На рынке.- Ну, и почем ваша лошадь?- Какая лошадь, я продаю курицу, куда вы смотрите!- Я смотрю правильно, я смотрю на цену.	другой
"Есть такая поговорка: ""Когда я ем, я глух и нем"". Я конечно понимаю, нем, потому что ешь... Но как надо так жрать чтобы уши закладывало?"	бытовой
- В куклы играют общительные маленькие девочки.- И необщительные большие мальчики.	другой
Готов аргументированно отстаивать свою точку зрения! Сейчас только аргумент перезаряжу...	бытовой
Владелец микролитражки везет приятеля.- Скажи, а что это за каменная стена, вдоль которой мы едем?- Это не стена, это бордюр тротуара.	бытовой
- Почему на рекламе кредитов изображены люди, которые всегда смеются?- Они смеются над теми, кто эти кредиты берет!	бытовой
Президент и премьер заходят в аптеку.Президент:- Два гондона.Аптекарь:- Я вижу. Покупать что-нибудь будете?	пошлый
На вахте в общежитии:- Вы к кому?- А вы кого порекомендуете?	бытовой
Это смотря зачем. Если совсем незачем, то кто сделает, если не ты?	другой
Девушки, как пули со смещенным центром тяжести: попадают в сердце, бьют по карману, а выходят боком...	бытовой
Душа болит, а начнешь лечить - печень болит!	бытовой
Душа болит, а начнешь лечить - печень болит!	другой
Террорист-смертник в зоомагазине кричит:- У вас есть 30 секунд, чтобы выйти из помещения, прежде чем я его взорву!Черепаха:- Вот сволочь!	другой
Я бы с удовольствием сразился с тобой в интеллектуальной дуэли. Но ты, как я вижу, без оружия...	другой
Я бы с удовольствием сразился с тобой в интеллектуальной дуэли. Но ты, как я вижу, без оружия...	бытовой
Только в России вы можете посмотреть на стриптизершу с двумя высшими образованиями, одно из которых - педагогическое.	бытовой
- Что неприятнее будильника, который может звенеть?- Будильник, который звенит.	бытовой
Вовочка - учительнице:- Марь Иванна, вот вы мне двойки ставите, а я вырасту, стану большим человеком и покажу вам.- Путин, не препирайся.	политический
Секс по телефону это конечно прикольно, но раньше в эпоху пейджеров было интереснее - звонишь сначала оператору, и диктуешь, диктуешь...	пошлый
Маленький Мика Хаккинен записался в секцию картинга.Отец его спрашивает:- Ну и чему вас учили на первой тренировке?- Обливаться шампанским.	другой
Маленький Мика Хаккинен записался в секцию картинга.Отец его спрашивает:- Ну и чему вас учили на первой тренировке?- Обливаться шампанским.	бытовой
Если полицию переименовать в полюцию, то она будет появляться у преступников гораздо внезапнее.	пошлый
"- У нас админ странный, читает анекдоты за 2005 год, ржет и ставит минусы с возгласом ""Баян""."	бытовой
- Как вы находите мою грудь?- С трудом...	пошлый
Я, похоже, вывихнул мозг нашей секретарше, когда поинтересовался у нее, а занесена ли книга инвентарного учета в саму себя...	другой
Хорошо, что 24 июня выходной будет, а то страна устала от работы.	другой
Хорошо, что 24 июня выходной будет, а то страна устала от работы.	политический
Чем толще я становлюсь, тем дешевле принимать ванну.	бытовой
Не хочешь давать сдачи? Бей первым и убегай!	бытовой
"- Папа, а что означает слово ""х%й""?- Ну это смотря в каком контексте..."	другой
И что это такое нарисовано на конадском флаге, что это пришлось прикрыть листиком?	пошлый
И что это такое нарисовано на конадском флаге, что это пришлось прикрыть листиком?	другой
"Преподаватель, заканчивая лекцию: ""Я кончил. Вытрите с доски""."	пошлый
"Скептически оглядев свою старенькую машинку и поношеную шубку, юрист Аня подумала: ""Техника минета освоена не в полном объеме""."	пошлый
В средние века люди не боялись делать зло друг другу. Земля-то была не круглая.	другой
Если вас мучает неукротимый кашель, вы каждые три секунды чихаете и сморкаетесь, а лекарства не помогают, сходите на концерт симфонической музыки или в театр. Зачем? Не знаю, но многие так делают, видимо, помогает.	другой
Новый ребрендинг МТС. Теперь их будет два.	другой
- Выходи за меня?- А что там... за тобой?	бытовой
- Слушай! Ты мне своими намеками уже все трусы порвал!	пошлый
- Ты слышал, что Петров - амбидекстр?- Кто?- Петров.	другой
Жена унижает мужа:- Я была глухая и слепая, когда выходила за тебя замуж!- Вот видишь, от каких болезний я тебя исцелил.	бытовой
Кризис - это когда покупаешь в магазине веревку, а на мыло не хватает денег.	другой
Самые-самые изобретения XX века: непромокаемый пакетик с чаем и фонарик на солнечных батарейках.	бытовой
- Я теперь знаю, почему англичане такие заядлые любители чая!- И почему же?- Я их кофе попробовал!	другой
- Я теперь знаю, почему англичане такие заядлые любители чая!- И почему же?- Я их кофе попробовал!	политический
"У вас умерла теща, а вы не чувствуете себя грустно? Рябиновый сок ""Поминальный"" - ощути горечь утраты!"	другой
Любимая! Я вчера два раза кончил! Как жаль, что тебя рядом не было.	пошлый
Не вводи меня в возбуждение, держи себя в трусах!	пошлый
Дорогие родители, учите своих детей кушать левой рукой. Потом сидя за компом они скажут вам спасибо.	бытовой
Собрался было бегать по утрам, на восходе солнца. Остановило то, что магазины еще закрыты.	бытовой
У поручика Ржевского спрашивают:- Поручик вы стрелялись когда-нибудь из-за женщины?- Нет. Из-за дерева стрелялся, а из-за женщины не приходилось!	другой
Плавание - разве это спорт? На болевой не возьмешь, подножки запрещены, душить нельзя!	бытовой
В ответ на террористические акты неизвестного происхождения военное ведомство США готовится нанести ракетные удары куда попало.	политический
Взаимопонимание в семье, это когда вы не созвонившись заходите в разные Пятерочки и берете один и тот же товар по акции.	бытовой
Заботливая бабушка к Новому году навязала внуку свитер, шерстяные носки, свою точку зрения и систему моральных ценностей.	бытовой
- Официант! Вы не могли бы еще немного поджарить этих перепелов?- Неужели они плохо прожарены?!- Не знаю, но они у меня салат жрут!	бытовой
Очень криворукий мальчик думает, что его зовут Сашабля.	бытовой
Очень криворукий мальчик думает, что его зовут Сашабля.	пошлый
Трудно дышать полной грудью в полной жопе.	другой
"Гражданин Сидоров, который обещал своей невесте, что женится на ней, как только выиграет миллион рублей в ""Русское лото"", на всякий случай перестал покупать билеты."	бытовой
На исповеди:- Сын мой, ты отрекся от сатаны?- Не могу, святой отец, у меня с ней двое детей.	другой
- Джон, чем ты сейчас занимаешься?- Устроился уличным продавцом.- Интересно. А почем у тебя метр улицы?	другой
- А ты давно кактус на холодильнике поливал?- Это хлеб...	другой
Ваша тень - это доказательство того, что свет преодолел путь, длинной 150 миллионов километров, и не достиг до Земли всего 1,5 метра из-за вас.	другой
Правду в глаза лучше говорить по телефону.	бытовой
Паломники со всей страны дважды в год стекаются в медкомиссию военкомата номер 35 - каждую весну и осень здесь происходит чудо массового выздоровления.	бытовой
Паломники со всей страны дважды в год стекаются в медкомиссию военкомата номер 35 - каждую весну и осень здесь происходит чудо массового выздоровления.	политический
В зазор между двумя эпохами может легко провалиться несколько поколений.	другой
- Как поживает твой тесть?- Не спрашивай...- Что, заболел?- Хуже.- Умер?- Хуже. Он сменил пол и теперь у меня две тещи.	бытовой
Не люблю ночные клубы: свет мелькает, музыка гремит, читать книжку в таких условиях совершенно невозможно.	бытовой
Не люблю ночные клубы: свет мелькает, музыка гремит, читать книжку в таких условиях совершенно невозможно.	другой
Религия - как инсулин. Нельзя отнимать его у диабетиков, но нефиг подсаживать на него здоровых.	бытовой
Приличная девушка не морщит носик, когда у тебя случайно вырвется матерное слово. По настоящему приличная девушка должна спросить, что значит это слово.	другой
"Россия - уникальная страна. Ведь только у нас есть черно-белый телевизор ""Радуга"", наручники ""Нежность"", бензопила ""Дружба"", слезоточивый газ ""Черемуха"", межконтинентальные баллистические ракеты ""Мир""!"	политический
"Россия - уникальная страна. Ведь только у нас есть черно-белый телевизор ""Радуга"", наручники ""Нежность"", бензопила ""Дружба"", слезоточивый газ ""Черемуха"", межконтинентальные баллистические ракеты ""Мир""!"	другой
Я понимаю, что вам нужно очень точно завтра знать погоду, но самый точный прогноз на завтра у нас будет только послезавтра!	другой
Что-то не так с этими деньгами. Тратить их гораздо приятней, чем зарабатывать.	бытовой
Девочка в поле нашла ананас.Им оказался фашистский фугас.Ножик достала, хотела поесть.Ножки нашли километров за шесть.	бытовой
Девочка в поле нашла ананас.Им оказался фашистский фугас.Ножик достала, хотела поесть.Ножки нашли километров за шесть.	другой
Две школьницы на перемене:- Вчера Петрову минет в вестибюле делала.- Фигасе. Слово-то какое. Вестибюль.	пошлый
- Кошка впала в депрессию, посоветуйте специалиста.- Сойдет любой кот...	бытовой
"Только в наших автошколах на первом уроке вождения инструктор спрашивает: ""Опыт вождения есть?""."	бытовой
"Вчера смешал коньяк ""Наполеон"" с коньяком ""Кутузов""...Наутро ощутил всю тяжесть войны 1812 года."	бытовой
Прошу, не судите строго, это мое первое убийство.	бытовой
Прошу, не судите строго, это мое первое убийство.	политический
Счастливый брак - это когда каждый из супругов убежден, что ему в жизни повезло больше, чем другому.	бытовой
Подфортило - это когда женатый мужчина знакомиться с девушкой, а ее реально зовут Андрей Работа.	бытовой
Если испугать Анфису Чехову, то она спрячет голову в грудь.	пошлый
- Признаете ли вы, что в пьяном виде пытались пройти в театр?- Признаю! В трезвом виде мне бы это и в голову не пришло.	другой
- Ты где работаешь?- На спичечной фабрике.- И что делаешь?- Наша бригада спички в серу макает.- Ну и как зарплата?- Сдельно. Сколько обсерим, столько и получим...	другой
У африканца, вернувшегося с обучения в России спрашивают:- Как тебе русская зима?- Ну, которая зеленая - еще ничего, а которая белая - совсем плохо.	другой
У африканца, вернувшегося с обучения в России спрашивают:- Как тебе русская зима?- Ну, которая зеленая - еще ничего, а которая белая - совсем плохо.	бытовой
Моя жена говорит мне:- Вот говорят, что мужчины умнее женщин. Я лучше училась в школе и в университете, у меня выше IQ, я больше зарабатываю... Что скажешь?- И все-таки я умнее, потому что я удачнее женился.	бытовой
Два голубя сидят, один другого по голове тюк-тюк, второй взъерошился, но молчит, терпит... Муж наверное.	пошлый
Всегда беру энергетики с верхних полок - у них больше потенциальная энергия.	бытовой
Всегда беру энергетики с верхних полок - у них больше потенциальная энергия.	другой
