text,class
"- Что случилось с Петровым? Почему он не ходит на рыбалку?- А, он женился на той девушке, помнишь, которую вытащил из реки, когда она тонула.- Так, а на рыбалку-то почему не ходит?- А он теперь воды боится!",0
"- Софочка, я же просил тебя погладить мой выходной пиджак!- Йосик, я погладила...- Неправда! 100 долларов как лежали во внутреннем кармане, так до сих пор там и лежат!",0
"В лаборатории органической химии фраза ""Что ты гонишь?"" приобретает иной смысл.",0
"- Маш, выйди на опушку, покричи на помощь, если никто не прийдет - здесь и будем тр@хаться!",1
Праздник в пионерском лагере! Компот забродил!,0
"- Она меня совсем не замечает!- Займи у нее много денег и не отдавай, она и будет думать только о тебе!",0
"Преподаватель, заканчивая лекцию: ""Я кончил. Вытрите с доски"".",1
"Не люблю ночные клубы: свет мелькает, музыка гремит, читать книжку в таких условиях совершенно невозможно.",0
"Хозяйка звонит электрику:- Я просила Вас вчера прийти починить звонок!- А я был у Вас! Позвонил, мне никто не открыл и я ушел.",0
"Первое сентября. Мама спрашивает у первоклассницы:- Ну и как прошел первый день в школе?- Первый день? Только не говори мне, что завтра я должна идти туда снова!",0
"Мы очень хитрая страна. Наши спецслужбы под видом частных лиц скупают виллы вдоль побережья Испании, Франции и Майами, чтобы у этих стран не осталось выхода к морю.",2
"А ведь я мог бы быть богатым, будь у меня деньги.",0
"Парень заходит в женскую общагу. Вахтерша:- Молодой человек, вы к кому?- Да мне все равно, у меня водка!",0
"Жена говорит мужу:- Слушай, дорогой, я думаю пора уволить нашего водителя, он уже 2 раза чуть меня не задавил, когда парковался...- Да ладно тебе, любимая, он хороший парень, давай дадим ему еще один шанс...",0
"Не клюет - это когда накопал червей, а их хватило на весь сезон.",0
"К директору театра обращается пожилой актер:- Месье, я служу в этом театре двадцать лет. И мне кажется, что уже можно подумать об улучшении моего финансового положения!- Хорошо, я распоряжусь, чтобы вам отдали все роли, в которых приходится есть на сцене...",0
Для того чтобы найти счастье с мужчиной - нужно сильно его понимать и немножко любить.Для того чтобы найти счастье с женщиной - нужно сильно ее любить и даже не пытаться понять.,0
"- Когда ты трезв, то такой, как все, а когда пьян - словно луч солнца.- Что, такой яркий и привлекательный?- Нет, постоянно отражаешься от стенок и падаешь на пол.",0
"Кошка иногда страшнее тигра. Тигры где-то там, далеко, а кошка - она вот рядом. И ее надо мыть.",0
"Судя по платежкам за коммунальные услуги, налог на роскошь все-таки ввели.",0
"- Возвращаюсь домой пораньше, а на кухне что-то происходит, захожу - а там муж мой йогурт ест!- Лучше бы бабу тр@хал, было бы не так обидно...",0
"Девушки, как пули со смещенным центром тяжести: попадают в сердце, бьют по карману, а выходят боком...",0
"- Санитар, куда мы едем?- В морг.- Так я же еще не умер!- Так мы еще и не приехали...",0
"- Владимир Владимирович, почему в России непрерывно все дорожает?- Здесь вы абсолютно неправы, вот рубль, например, дешевеет!",2
"- Продаются ли у вас такие спички, чтобы головка была с другой стороны?Ответ продавца:- Таких не держим.Ответ еврейского продавца:- Сейчас посмотрю. На верхней полке завалялась, кажется, одна коробка...",0
"Бежит заяц по лесу, смотрит куча говна. Нагнулся, посмотрел и на вкус попробовал.- Фу, говно. Хорошо, что не наступил.",1
"- Как Вас с такой дикцией взяли на радио?! У Вас что, там блат?- Почему блат? Сестла!",0
"Собеседование при приеме на работу:- Ну, а как у Вас с высшей математикой?- Несчастная любовь...- Это как?- Я ее любил, но она мне так и не далась.",1
Русская народная примета: что в мире ни случается - это к росту цен!,2
Я уже нашел свою половинку. Она состоит из двух четвертинок.,0
"Все ругают евреев, масонов. Знаете, что скажу? Мне ни один масон еще подъезд не обоссал.",0
"- Немедленно откройте дверь, это полиция!- Нет, вы будете меня ругать...",2
"- Иван-царевич, ты куда?- В чисто поле... Пущу стрелу, как батя велел, и в чей двор она упадет, на той, стало быть, и женюсь.- А гранату к стреле зачем прикрутил?- Дык, не хочу я жениться, не хочу!",0
"Это была явно не русская женщина - выбегая из горящей избы, она попала под коня.",0
"Женитьба лишила меня простых холостяцких радостей. Например, найти в пододеяльнике пряник.",0
"Колобок закатился на арбузное поле и подумал, что это митинг зеленых...",2
"На заметку: жене, нашедшей в вашем кармане презерватив, говорите, что его вы положили только для того, чтобы проверить, роется ли жена, в ваших карманах.",0
Выбери Путина четыре раза - Медведев в подарок!,2
"Если в своем почтовом ящике вы обнаружили письмо, в заголовке которого имеются слова ""повестка"" и ""военкомат"" - уничтожьте его не открывая. В нем содержится опасный вирус, который может лишить вас Интернета и компьютера на 2 года.",0
"- Извините, сдачи нет! Возьмите жвачкой с Микки Маусом!- Ты че? Я че, бл@, маленький что ли? Дай вон ту, с Терминатором!",0
"- Папа, дай мне 200 рублей, - говорит сын.- А мне - 500, - просит дочь.- А мне нужно 2000, - добавляет жена.- Да что с вами сегодня случилось? - удивляется отец.- Ты забыл? У тебя завтра 23 февраля!",0
"Лучше быть обнуленным, чем вечно живым. Ленин.",2
"Монах-отшельник нарушил тридцатилетний обет молчания, узнав курс евро.",2
"2000: х/ф ""Путин. Начало"".2012: х/ф ""Путин. Возвращение"".2018: х/ф ""Путин. Навсегда"".",2
Худшие враги кошек - это обожающие их дети.,0
Мужчинам старше 80 лет не рекомендуется смотреть эротику.Особенно в исполнении ровесниц.,1
"- Ты почему на работу не пришел?- Я еб@нулся...- Ты давно еб@нулся, на работу почему не пришел?- Шеф, вы не дали мне договорить - нога сломана...",0
"Если ваш начальник заговорил с вами вежливо, значит, кого-то из вас двоих скоро уволят.",0
"Никогда не связывайтесь с малолетками! Они - как глянцевый журнал... Обложка красивая, а открываешь - статья, статья, статья...",1
"Если вы ссоритесь, а потом миритесь и уже не помните, из-за чего ругались - это и есть любовь. Хотя, хрен знает, склероз начинается так же.",0
"- Специалисты утверждают, что зарплата у населения растет.- А население говорит, что нет.- Но ведь они же не специалисты...",0
"В психбольнице пациент жалуется врачу:- Я не смогу находиться в одной палате с этим человеком: он считает себя мотоциклом!- И что же вам мешает - грохот?- Да нет, выхлопные газы!",0
"Когда на даче жаришь шашлыки, то каждый подходящий считает своим долгом помешать угли или повернуть шампуры, хотя ты это только что делал. Но вот когда копаешь землю, никто из подошедших не берет лопату и не продолжает тобою начатое дело...",0
"- Куда эти люди девают энергию, сэкономленную на невключенных поворотниках?- Тратят на аварийку, когда стоят там, где нельзя.",0
"- Бэрримор, кто это ночью выл на болотах?- Простите, сэр, накопилось.",0
"Только в России вы можете посмотреть на стриптизершу с двумя высшими образованиями, одно из которых - педагогическое.",0
"Любая одежда может быть модной, если вам пофиг.",0
Иногда Пугачева поддается возрастным традициям и называет проходящего мимо Галкина наркоманом.,0
"Скупой платит дважды, а женатый - всегда.",0
"""Мне похудеть бы надо, кстати"" - ворчала Ира за столом. Она сегодня днем с кровати упала сразу с двух сторон.",0
"Хозяюшке на заметочку: извиниться перед гостями за то, что не убрано, во много раз легче, чем сделать уборку.",0
Жена беседует с адвокатом:- Я в течение десяти лет каждую субботу намыливаю мужу спину...- Разве это причина для развода?- Но в прошлую субботу его спина была совершенно чистой.,0
Этим летом решил заняться недвижимостью!Лежу и не двигаюсь.,0
- Вы что хотите меня распять.- Нет раз шесть.- У вас ничего не выйдет.- Зато как войдет.,1
"Скажи женщине, что она красивая - она поверит тебе ненадолго. Скажи женщине, что она уродина - она поверит тебе навсегда. Вдобавок ты умрешь.",0
"- Почему у тебя сапоги разные?- Потому что продавцы в магазинах считают, что если они выставят один сапог, то его не украдут.",0
Поручик Ржевский на последней вечеринке мутил воду. Воду в фонтане долго пришлось промывать.,0
"Монархия - форма правления, характеризующаяся единовластием, обычно передаваемая половым путем!",1
- Почему официант постоянно бегает в туалет?- Не давайте ему так много на чай.,1
"Каждого, кто отведает ее стряпню, ждет казнь на керамическом стуле...",0
"Для того, чтобы перебить запах несвежих носков, космонавты на станции МКС начали выращивать горох.",0
- Эй таксист!- Я не таксист! Я чемпион мира по шашкам!,0
- Почему чиновники готовы швырять деньги направо и налево? - Потому что они их не зарабатывали...,2
"Подскажите, где купить билет в Россию? В ту, которая по телевизору.",2
"Отец - сыну:- Ну, сынок, чем сегодня папу порадуешь?- Папа, все то, что тебя может порадовать, мы еще вчера с пацанами выпили!",0
Входит ежик в аптеку. Подходит к продавцу и говорит:- Мне 90 презервативов.Сзади стоят 2 белочки:- Ха-ха-ха-ха.Ёжик молча поворачивается:- 92 презерватива.,1
"Диалог на рынке.- Дамочка, а у меня есть кофточка, как раз на Вас.- А мужика на меня нет?",0
"Муж приходит домой и говорит жене:- Ах ты, моя сладкоежка! Иди, я купил тебе два килограмма кильки.",0
"- После серии фильмов про Гарри Поттера, в школах стали осторожней обижать маленьких рахитичных очкариков.",0
"В детском саду:- Ребята, кем вы хотите стать в будущем?- Я - бизнесменом, они богатые.- Я - артистом, суперзвездой...- А я хочу быть хреном - он все знает!",0
"- Запишите нас в НАТО.- Членом?- Да нет, можно и карандашом.",1
"Ограничения сняли, а лопоухость осталась. Можно хлопать ушами и радоваться.",0
"Кто же мог предположить, что вслед за развитым социализмом грядет рабогалернический строй?",2
"- Там в холодильнике две сосиски, тебе принести?- Принеси одну.- А почему одну?- Хочу поделиться со мной завтрашним.",0
"Российские ученые выяснили, что на сельских дискотеках шансы забеременеть и умереть примерно равны.",0
"Приходит вовочка к соседке и говорит:- Тете клава дайте баночку варенья.- Конечно, конечно деточка. Куда тебе налить?- Да никуда. Я здесь сожру!",0
"Единственная проблема в первые 30 минут в тренажерном зале в том, что прошло только 2 минуты.",0
"Если бы были показаны реальные результаты Грудинина, то ему пришлось бы не усы сбривать, а в дополнение к ним, отращивать еще и бакенбарды с эспаньолкой...",2
"Вот чем мне нравятся джинсы, так это тем, что в них можно месяц ползать по грязному полу, и никто не заметит. Все подумают, что это дизайн такой.",0
Диалог двух приятелей:- Я своей жене из командировки презент привез.- А чего ты его там не использовал?,1
"Чем больше тебе пофиг, тем счастливее ты будешь.",0
"- Ангел мой! Ты поговорила со своими родителями обо мне? Они согласны отдать тебя мне в жены?- Да, я сказала им все.- И как они?- Не знаю. Отец пока молчит, а мама ждет, пока он выскажется, чтобы выразить прямо противоположное мнение.",0
"Благодаря училке физики, я на всю жизнь запомнил, что трение скольжения самое приятное.",1
"Врач говорит пациенту:- У меня для Вас две новости: одна плохая, а другая - хорошая.- Тогда начнем с плохой.- Вам нужно ампутировать ноги, а хорошая новость - у меня есть покупатель для ваших кроссовок.",0
Жительница Новосибирска наладила производство мыла в форме бюста Путина. Два обмылка уже стали губернаторами.,2
"После того как обезьянам Московского зоопарка сделали вакцины, увеличивающие интеллект, - они отказались вступать в ""Народный фронт"" и готовятся к восстанию!",2
"Если полицию переименовать в полюцию, то она будет появляться у преступников гораздо внезапнее.",1
"Певицу Насри не пустили в Россию из-за фамилии, призывающей к административным правонарушениям.",1
"Очень криворукий мальчик думает, что его зовут Сашабля.",0
"Сколько я ни задумывался над смыслом жизни, потом всегда тяжело выходил из запоя.",0
"Коробочка слабительного чая, в ней 12 упаковок, называется ""12 стульев"".",0
"Скептически оглядев свою старенькую машинку и поношеную шубку, юрист Аня подумала: ""Техника минета освоена не в полном объеме"".",1
"Калий, натрий и фосфат, вместе мы ""Фруктовый Сад""!",0
- Какая у тебя самооценка?- Так себе. Мы цари народ простой.,0
Вчера ночью 5 дебилов хотели забрать у меня телефон. Теперь у меня 6 телефонов.,0
"Встречаются два охотника. Один говорит:- Я теперь на лису с хомячком хожу!- А почему с хомячком?- Берешь хомячка, даешь ему бутылку водки и пускаешь в нору к лисе!- И что?- И через 15 минут они покурить выходят!",1
"Жизнь не надо растягивать, ее нужно наполнять.",0
Вот раньше в большой пачке презервативов было 12 штук - очень удобно. А потом сделали пачки по 10 штук. И в чем прикол? Остальные 2 месяца в году без секса что ли?,1
"Мне посоветовали почитать Анну Каренину. О чем она пишет? Какие книги есть у нее, подскажите?",0
"Секс по телефону это конечно прикольно, но раньше в эпоху пейджеров было интереснее - звонишь сначала оператору, и диктуешь, диктуешь...",1
"Разговаривают два парня:- Я тут на днях встретился с девушкой, с которой целый месяц переписывался по интернету.- И как?- Я недооценил ее способность работы в фотошопе.",0
"Наглость - это когда тебя добавляют в друзья, чтобы поиграть в фермера!",0
"Большинством голосов Белоснежка и семь гномов проголосовали за секс, при одном голосе против.",1
Умную бомбу последнего поколения кое-как сумели вытолкать из самолета.,2
При цене нефти $10 за баррель средним классом в России будет считаться человек в обуви. В любой обуви.,2
"Самая распространенная фраза в первую брачную ночь: ""И здесь всего 500 рублей, а еще друзья называются"".",0
"Я баба нервная, поэтому телефон у меня дешевый и посуда одноразовая.",0
"Лучшей мотивацией учиться, была фраза отца: ""Александр - это защитник по-гречески, так что выбирай: ты либо защищаешь диплом, либо защищаешь родину"".",0
"Двое заключенных встречаются в тюремной камере. Один спрашивает:- Тебе сколько дали?- 15 лет. А тебе?- 10 лет.- Ну тогда бери нары около дверей, тебе скорей выходить.",0
"Если у мужчины родился сын, то он становится отцом, а если родилась дочка - он становится папулей...",0
"Душа болит, а начнешь лечить - печень болит!",0
Он и она после интима.- Тебе было хорошо?- Да.- Очень хорошо?- Да.- А как хорошо?- Как будто борща поел.,1
"Как показал последний соцопрос, для 62 процентов российских мужчин понятия ""отпуск"" и ""запой"" тождественны. Остальные просто не знают смысла слова ""тождественны"".",0
Не хочешь давать сдачи? Бей первым и убегай!,0
Может Путина даже еще и наградят за спасение Навального. Секретно конечно. ЦРУ как никак.,2
"- Меня же к вам послали!?- Ну мало ли в России кто, кого, куда посылает.",2
"Объявление в санатории:- Снижены цены на терапию голоданием, узнать подробности можно в тринадцатом кабинете.",0
Каждый третий американец страдает от ожирения. А каждый второй-плюнул и радуется жизни.,2
"Письмо из детского спортлагеря: ""Дорогие родители, живу я хорошо. Вчера у нас были соревнования по боксу. Зубную щетку, пасту и другие ненужные предметы высылаю домой"".",0
"Тупые люди, как тупые ножи: вроде и особого вреда причинить не могут, но бесят!",0
"- Что неприятнее будильника, который может звенеть?- Будильник, который звенит.",0
"- Фима, как вам вчерашний обед у Рабиновичей?- Что вам сказать? Если бы суп был таким же теплым, как вино, вино таким же старым, как гусь, а гусь таким же жирным, как хозяйка, обед был бы совсем неплох.",1
"У африканца, вернувшегося с обучения в России спрашивают:- Как тебе русская зима?- Ну, которая зеленая - еще ничего, а которая белая - совсем плохо.",0
"Сборищем грязных отморозков назвал мэр участников митинга, требующих в ноябре подключить горячую воду и отопление.",2
"- Ну, и где та дрянь, которая мне на зиму посоветовала окна заклеить?- Что, теперь тепло?- Теперь темно!",0
"Встречаются два охотника. Один говорит:- Я теперь на лису с хомячком хожу!- А почему с хомячком?- Берешь хомячка, даешь ему бутылку водки и пускаешь в нору к лисе!- И что?- И через 15 минут они покурить выходят!",0
"Парень заходит в женскую общагу. Вахтерша:- Молодой человек, вы к кому?- Да мне все равно, у меня водка!",1
"- Специалисты утверждают, что зарплата у населения растет.- А население говорит, что нет.- Но ведь они же не специалисты...",2
"А что если чиновники заказывают у себя обыски, чтобы похвастаться перед друзьями, потому что просто хвастаться некрасиво?",2
"Взаимопонимание в семье, это когда вы не созвонившись заходите в разные Пятерочки и берете один и тот же товар по акции.",0
"Коротко об инфляции:- Дайте, пожалуйста, рублевый пакетик.- С вас 2 рубля.",2
"Женщина звонит сыну-студенту:- Сынок, как экзамены?- Мама, подорожали!",0
"Не вводи меня в возбуждение, держи себя в трусах!",1
"Женщина заходит в аптеку, спрашивает:- Подскажите, что лучше для мужа взять валидол или валерьянку?- А диагноз какой?- Туфли за 30 тысяч...",0
"- Я теперь знаю, почему англичане такие заядлые любители чая!- И почему же?- Я их кофе попробовал!",2
"Как показывает практика, в любой другой день можно разыграть гораздо большее количество людей, чем первого апреля.",0
"После 40 лет уже не нужно устанавливать будильник, потому что ваши проблемы разбудят вас сами.",0
"После того, как Байден спросил сколько лет ему суждено быть президентом США, кукушка так растерялась, что начала каркать.",2
Минский метрополитен тоже готовит свои шутки к 1 апреля. Теперь перила и ступеньки будут ездить в разные стороны.,0
"Пациент рассказывает:- Когда я был ребенком, врач мне сказал: ""Не перестанешь грызть ногти - вырастешь идиотом"".- И почему же Вы не перестали?",0
"Прошу, не судите строго, это мое первое убийство.",0
"Утро не бывает добрым, поэтому я просыпаюсь днем.",0
"- Сержант Петров! Откройте свой бумажник!- Может, багажник?- Ах да, точно, всегда опережаю события!",2
"- Девушка, а вы мне отдадитесь за 100 баксов?- Вам завернуть?- Что завернуть?- Губу...",1
"Алкоголик, глядя на березу:- Мне бы столько почек.",0
"На рынке.- Ну, и почем ваша лошадь?- Какая лошадь, я продаю курицу, куда вы смотрите!- Я смотрю правильно, я смотрю на цену.",0
"Мальчик Витя не может уснуть, потому что боится, что мама смоет его в унитаз, как уснувших рыбок.",0
"В армии.- Рядовой Веркопуло, с чего надо начинать чистку автомата?- С проверки серийного номера, товарищ сержант!- Это еще почему?- Дык как же! На кой черт мне надо чужой автомат чистить?",0
"Жили-были старик со старухой, и жили они настолько долго, что четыре квартиры, три автомобиля и загородный дом, достались им в наследство от правнуков.",0
"- Девушка, а девушка, а сколько вам лет?- ""Мишки Гамми"" смотрел?- Нет, а кто это?- А я смотрела...",0
"Детский сад на прогулке по лесу. Воспитательница:- Дети, если кушаем ягодки, то срываем по две: одну ешьте, а другую для судмедэкспертизы.",0
Парень подруге:- Сделаешь мне минет?- Я плохо умею его делать. Давай лучше в другой раз.- Не понял. А где ты до другого раза собираешься тренироваться?,1
"- А насколько больно делать тату?- Ну, как, терпимо, но смотря где делаешь.- В Челябинске, а что?",0
"Гинеколог простыл, в связи с чем сильно охрип. Приходит к нему на прием молодая женщина. Он говорит ей шепотом:- Раздевайтесь.Она разделась и спрашивает тоже шепотом:- А вы почему не раздеваетесь?",1
"Заседание Думы было бурным, продолжительным и даже с мордобоем. Оно и понятно - бюджет по-тихому нигде не распиливают.",2
"Один мой знакомый решил избавиться от интернет-зависимости путем ухода в запой. Надо признать, что эксперимент удался: в среде бомжей вай-фай пока еще большая редкость.",0
"- Сгинь, нечистая, сгинь!- Ну, ладно, ладно, пойду помоюсь...",0
В любовном треугольнике один угол - общего пользования.,1
"В войне главное не победа, главное в ней не участвовать.",2
"Семейная жизнь - это как плавание на корабле, на берегу девки и бухло, а у тебя секс только с поварихой.",0
"- Дорогая, в этом году я исправился и вовремя выкинул елку, ты даже не успела меня упрекнуть!- Как, ведь я же купила искусственную?",0
"- Не хочешь ли ты принять участие в нашем хоре? Знаешь, просто чудесно! Когда мы собираемся, мы едим, пьем, танцуем, флиртуем...- А когда же вы поете?- Ночью, когда возвращаемся домой.",0
"Нужно не от хамона и пармезана отказываться, а от маргарина и валокордина, от которых весь мир отказался.",2
У нас с друзьями есть хорошая традиция: каждый год 31 декабря мы все ходим... А вот 1 января мы уже не ходим.,0
"Аппетит приходит вовремя, а еду опять задерживают.",0
"Моя жена говорит мне:- Вот говорят, что мужчины умнее женщин. Я лучше училась в школе и в университете, у меня выше IQ, я больше зарабатываю... Что скажешь?- И все-таки я умнее, потому что я удачнее женился.",0
По дыркам на ремне полковника полиции можно проследить его карьерный рост.,0
Самое страшное в работе крановщика башенного крана - это понос.,1
В честь Дня Всех Влюблённых начальство дарит подчиненным вазелинки!,1
"Хрюшу давно пора убирать из ""Спокойной ночи"". Ведь нас смотрят и мусульмане...",2
Алкоголик Сидоров отправился в лес к белкам с ответным дружественным визитом.,0
"Может у меня характер тяжелый потому, что золотой?",0
"Она долго пробовала себя в разных профессиях и наконец нашла то, что искала - богатого старого мужика.",0
"Знакомая при попытке объяснить знак ""/"" на словах выдала фразу: ""Ну этот, хай гитлер вправо"".",0
Ацтеки и инки приносили в жертву богам своих вождей во время эпидемий. Ни на что не намекаю. Просто красивый обычай.,2
"Подфортило - это когда женатый мужчина знакомиться с девушкой, а ее реально зовут Андрей Работа.",0
"Чем толще я становлюсь, тем дешевле принимать ванну.",0
"Я все больше убеждаюсь, что у некоторых людей голова - это декоративное приложение к жопе.",1
"Если вам чинят препятствия, за ремонт платить не обязательно.",0
"Купил быстросохнущий супер-клей. Не обманули.Он засох еще до того, как я смог его открыть...",0
"1 апреля в ЗАГСе:- Невеста, у вас вся спина белая!",1
"Ни что так не сплачивает и не объединяет давно не видевшихся родственников, как совместный поход к нотариусу.",0
"Хитроумный отец, чтобы скрыть грязь на обоях в углу, по приходу гостей поставил туда своего сына.",0
"- А почему у тебя в учебном классе все системные блоки под столами стоят?- А мне нравится наблюдать, как студентки USB-порт ищут.",1
"Коварству кошек нет предела! Они больше не могуть съесть нас, как их предки ели наших предков. Так они лаской заставляют нас покупать им еду!",0
"Если вы договариваетесь с собой - это эгоизм, если нет - шизофрения.",0
"Дачник застукал соседского мальчишку на яблоне, на своем участке:- Вот, я поговорю с твоим отцом!Пацан переводит взгляд вверх и говорит:- Пап, тут дядя Вася с тобой поговорить хочет!",0
"- Как тебе новая секретарша?- Английского не знает, но языком владеет в совершенстве...",1
